Perror,Pfailure,SNR,iterations,n,n words,rate,time per word
0.0,0.0,4.5,1.73,1056,100,1/2,0.052526123523712165
0.0,1.0,0.5,10.0,768,100,5/6,0.19679752588272093
0.0,1.0,1.0,10.0,768,100,5/6,0.19573533535003665
0.0,1.0,1.5,10.0,768,100,5/6,0.19578732490539552
0.0,0.55,2.0,8.24,768,100,5/6,0.16173169374465945
0.0,0.0,2.5,3.64,768,100,5/6,0.07296401023864746
0.0,0.0,3.0,2.02,768,100,5/6,0.041061766147613525
0.0,0.0,3.5,1.43,768,100,5/6,0.02956356763839722
0.0,0.0,4.0,1.1,768,100,5/6,0.023144207000732418
0.0,0.0,4.5,0.92,768,100,5/6,0.01973144769668579
0.0,1.0,0.5,10.0,1632,100,1/2,0.4676469850540162
0.0,1.0,1.0,10.0,1632,100,1/2,0.4344544744491577
0.0,0.68,1.5,9.42,1632,100,1/2,0.3935405230522156
0.0,0.0,2.0,5.51,1632,100,1/2,0.263573968410492
0.0,0.0,2.5,3.91,1632,100,1/2,0.18562509775161745
0.0,0.0,3.0,2.94,1632,100,1/2,0.13850543022155762
0.0,0.0,3.5,2.43,1632,100,1/2,0.11806162118911745
0.0,0.0,4.0,2.14,1632,100,1/2,0.11090567111968994
0.0,0.0,4.5,1.87,1632,100,1/2,0.08820132255554199
0.0,1.0,0.5,10.0,2304,100,5/6,0.6826228094100952
0.0,1.0,1.0,10.0,2304,100,5/6,0.6773729586601257
0.0,1.0,1.5,10.0,2304,100,5/6,0.659021098613739
0.0,0.73,2.0,9.32,2304,100,5/6,0.6247472620010376
0.0,0.0,2.5,4.37,2304,100,5/6,0.29258811235427856
0.0,0.0,3.0,2.57,2304,100,5/6,0.17827441692352294
0.0,0.0,3.5,1.94,2304,100,5/6,0.13683382987976075
0.0,0.0,4.0,1.36,2304,100,5/6,0.10024691820144653
0.0,0.0,4.5,1.11,2304,100,5/6,0.07935734272003174
0.0,1.0,0.5,10.0,1920,100,3/4B,0.5827099156379699
0.0,1.0,1.0,10.0,1920,100,3/4B,0.5795887780189514
0.0,1.0,1.5,10.0,1920,100,3/4B,0.5716730618476867
0.0,0.09,2.0,6.4,1920,100,3/4B,0.3761181664466858
0.0,0.0,2.5,3.55,1920,100,3/4B,0.2090156936645508
0.0,0.0,3.0,2.44,1920,100,3/4B,0.14342425346374513
0.0,0.0,3.5,1.84,1920,100,3/4B,0.10861330032348633
0.0,0.0,4.0,1.52,1920,100,3/4B,0.09191086053848267
0.0,0.0,4.5,1.19,1920,100,3/4B,0.07416805267333984
0.0,1.0,0.5,10.0,1632,100,2/3B,0.4165119028091431
0.0,1.0,1.0,10.0,1632,100,2/3B,0.4487828469276428
0.0,0.98,1.5,9.97,1632,100,2/3B,0.44668729782104494
0.0,0.0,2.0,5.7,1632,100,2/3B,0.25837576389312744
0.0,0.0,2.5,3.34,1632,100,2/3B,0.1511731481552124
0.0,0.0,3.0,2.39,1632,100,2/3B,0.10868783950805663
0.0,0.0,3.5,1.9,1632,100,2/3B,0.09529550313949584
0.0,0.0,4.0,1.59,1632,100,2/3B,0.07913566589355467
0.0,0.0,4.5,1.3,1632,100,2/3B,0.06254279613494873
0.0,1.0,0.5,10.0,2208,100,5/6,0.6282997870445252
0.0,1.0,1.0,10.0,2208,100,5/6,0.6359805893898011
0.0,1.0,1.5,10.0,2208,100,5/6,0.629059636592865
0.0,0.72,2.0,9.31,2208,100,5/6,0.5970116257667542
0.0,0.0,2.5,4.11,2208,100,5/6,0.2592476391792297
0.0,0.0,3.0,2.48,2208,100,5/6,0.16382477045059204
0.0,0.0,3.5,1.78,2208,100,5/6,0.12083139657974246
0.0,0.0,4.0,1.32,2208,100,5/6,0.09167907238006592
